sid,protocol,options,contents
2018052,http,17,14
2024547,http,8,4
2024549,http,17,6
2024550,http,5,1
2024551,http,4,1
2024552,http,6,2
2024553,http,15,5
2024586,http,16,6
2024587,http,34,12
2015907,http,6,5
2015908,http,5,4
2015952,http,6,5
2025666,http,6,2
2025683,http,17,6
2017750,http,4,3
2015910,http,4,3
2021400,http,8,3
2021761,http,17,6
2021537,http,3,1
2021538,http,3,1
2021539,http,3,1
2021540,http,3,1
2017135,http,3,1
2017752,http,4,3
2015912,http,4,3
2015913,http,4,3
2017754,http,4,3
2015914,http,4,3
2017751,http,4,3
2015911,http,4,3
2019784,http,5,3
2019783,http,5,3
2019782,http,5,3
2021323,http,8,4
2024599,http,22,8
2025027,http,9,3
2024602,http,15,5
2024604,http,8,4
2024605,http,10,5
2024606,http,7,1
2024607,http,7,1
2024608,http,4,1
2024609,http,4,1
2024610,http,4,1
2024611,http,4,1
2024612,http,7,3
2024614,http,9,3
2024617,http,4,2
2024618,http,4,2
2024621,http,4,2
2024622,http,2,1
2024623,http,2,1
2024624,http,2,1
2024638,http,12,5
2024640,http,4,2
2024650,http,5,1
2024656,http,2,1
2024660,http,6,2
2024661,http,6,2
2024676,http,9,4
2024677,http,6,5
2024678,http,6,2
2024238,http,17,6
2024700,http,14,5
2024691,http,3,1
2024702,http,5,2
2024703,http,5,3
2024704,http,13,6
2025001,http,11,9
2024706,http,5,2
2024707,http,3,1
2025028,http,12,4
2024729,ftp,5,2
2024767,http,7,4
2024768,http,7,4
2024770,http,3,1
2022217,http,13,5
2025681,http,23,7
2025680,http,21,7
2025029,http,21,7
2024782,http,13,5
2024783,http,10,4
2024784,http,7,3
2022497,http,8,4
2025671,http,6,3
2025694,http,7,4
2026462,http,9,4
2024795,http,2,1
2024796,http,2,1
2024797,http,2,1
2024798,http,2,1
2024801,http,13,5
2024800,http,7,3
2024802,http,19,7
2024807,http,4,2
2019785,http,2,1
2021890,http,7,3
2022967,http,10,4
2022978,http,16,6
2022979,http,16,6
2023042,http,13,5
2023043,http,13,5
2022187,http,4,2
2024799,http,5,2
2025031,http,6,2
2024836,http,4,3
2024838,http,9,4
2024839,http,9,4
2024098,http,9,4
2015909,http,10,4
2016327,http,3,2
2018042,http,2,1
2018305,http,6,5
2015938,http,3,2
2015972,http,5,4
2015980,http,5,4
2016063,http,5,4
2018044,http,3,2
2018304,http,3,2
2019781,http,5,4
2025030,http,10,4
2023760,http,15,6
2021535,http,15,5
2021536,http,14,5
2022086,http,15,6
2022498,http,11,5
2022499,http,11,5
2022597,http,9,4
2022604,http,14,6
2023044,http,17,7
2023045,http,10,5
2024554,http,8,3
2024556,http,12,5
2024557,http,8,3
2024558,http,8,3
2024561,http,8,3
2024562,http,27,9
2024563,http,9,3
2024564,http,8,3
2025682,http,19,7
2024842,http,2,1
2025665,http,6,2
2024847,http,13,5
2025690,http,9,3
2024883,http,5,1
2024878,http,5,1
2024879,http,5,1
2024880,http,5,1
2024881,http,5,1
2024882,http,5,1
2024997,http,16,4
2024912,http,28,8
2025032,http,9,3
2024932,http,9,5
2024911,http,25,10
2025033,http,18,6
2021307,http,9,3
2021309,http,10,4
2024942,http,6,4
2024943,dns,2,1
2024944,dns,2,1
2024945,http,9,4
2024947,http,4,2
2024948,http,4,2
2015478,http,4,1
2023249,http,8,6
2024391,http,5,2
2024970,http,5,2
2025686,http,4,2
2025034,http,9,3
2025693,http,14,5
2025000,http,8,4
2024835,http,3,2
2024834,http,4,2
2023880,http,3,2
2023829,http,3,2
2023828,http,3,2
2023827,http,3,2
2023826,http,3,2
2023825,http,3,2
2023824,http,3,2
2023823,http,3,2
2023822,http,3,2
2023821,http,3,2
2023820,http,3,2
2023819,http,5,3
2023776,http,4,2
2023775,http,4,2
2023596,http,4,2
2023495,http,4,2
2023092,http,3,1
2023066,http,4,2
2022618,http,4,2
2022617,http,4,2
2022616,http,4,2
2022615,http,4,2
2024998,http,5,2
2023137,http,4,2
2022896,http,5,3
2022465,http,6,3
2022464,http,7,1
2025038,http,5,1
2025039,http,5,1
2020837,http,8,3
2022622,http,8,3
2020838,http,9,2
2016810,tls,3,1
2024828,dns,1,1
2024199,tcp,2,1
2022858,http,5,2
2024949,http,4,2
2024946,dns,2,1
2019714,http,13,8
2025099,http,9,3
2025696,http,7,3
2025114,http,6,3
2025115,http,9,3
2025140,http,4,2
2025678,http,6,3
2025151,http,10,4
2024908,http,3,1
2025137,http,4,2
2025158,http,2,1
2025159,http,2,1
2025160,http,2,1
2024846,http,16,6
2025663,http,23,12
2025173,http,3,1
2025174,http,13,5
2025175,http,13,5
2025176,http,10,4
2024583,http,2,1
2024705,http,13,6
2023712,http,6,4
2025180,http,9,3
2025181,http,3,1
2025186,tcp,10,4
2025685,http,10,4
2025206,http,7,3
2025207,http,8,4
2025208,http,14,5
2025210,http,11,4
2025211,http,6,3
2025212,http,7,3
2025213,http,2,1
2025214,http,5,2
2025215,http,5,2
2025226,http,8,3
2025013,http,9,3
2025229,http,8,3
2025232,http,12,4
2025233,http,3,1
2025236,http,11,4
2025242,http,8,3
2025243,http,6,3
2025245,http,8,3
2025246,http,7,3
2025247,http,14,5
2025248,http,11,4
2025249,http,10,4
2025250,http,4,2
2024555,http,7,3
2025255,http,5,2
2025258,http,4,2
2025259,http,5,2
2025260,http,4,2
2025261,http,28,9
2025262,http,8,3
2025263,http,7,3
2025264,http,4,2
2025265,http,11,4
2025268,http,4,2
2025269,http,11,4
2025270,http,10,4
2025271,http,2,1
2025272,http,12,7
2025274,http,10,4
2025276,http,4,2
2025277,http,4,2
2025279,http,5,2
2025280,http,11,4
2025282,http,6,2
2025284,http,4,2
2025285,http,4,2
2025286,http,2,1
2025244,http,5,2
2025290,http,7,2
2025655,http,6,4
2025293,http,5,2
2025294,http,8,3
2025295,http,6,2
2025296,http,4,2
2025297,http,5,2
2025298,http,2,1
2025299,http,6,2
2025300,http,2,1
2025301,http,5,2
2025306,http,6,4
2025307,http,5,2
2025308,http,3,1
2025309,http,13,5
2025311,http,4,2
2025312,http,7,3
2025313,http,10,4
2024850,http,22,8
2025316,http,9,3
2025321,http,6,2
2025322,http,5,2
2025323,http,2,1
2025324,http,5,2
2025278,http,13,5
2025310,http,4,2
2025325,http,8,3
2025326,http,17,6
2025328,http,8,3
2025329,http,2,1
2025333,http,4,1
2025336,http,8,3
2025334,http,8,3
2025337,http,11,4
2025338,http,4,2
2025335,http,4,2
2025339,http,8,3
2025340,http,2,1
2025341,http,6,2
2025342,http,7,3
2025343,http,11,4
2025347,http,7,3
2025348,http,7,3
2025327,http,7,3
2025349,http,5,2
2025351,http,10,4
2025352,http,7,3
2025350,http,12,4
2025353,http,11,4
2025355,http,9,4
2025356,http,8,3
2025357,http,8,3
2025360,http,2,1
2025281,http,4,1
2025361,http,5,2
2025362,http,9,3
2025363,http,13,5
2025292,http,5,2
2025364,http,10,4
2025365,http,10,4
2025366,http,2,1
2025367,http,5,2
2025658,http,17,8
2025368,http,11,4
2025369,http,8,3
2025371,http,7,3
2025372,http,8,3
2025373,http,5,2
2025374,http,7,4
2025377,http,4,2
2025378,http,9,4
2025379,http,5,2
2025380,http,10,4
2025394,http,7,3
2025395,http,9,3
2025396,http,11,4
2025397,http,8,3
2025398,http,10,4
2016764,http,5,1
2025409,tcp,14,4
2025410,http,8,3
2025417,http,9,3
2025418,http,2,1
2025419,http,11,4
2025420,http,46,16
2025421,http,7,3
2025422,http,7,3
2025354,http,12,4
2025423,http,7,3
2025425,http,21,7
2015758,http,6,2
2025437,http,3,2
2025657,http,5,3
2025442,http,17,6
2025443,http,11,4
2025447,http,5,2
2025448,http,11,4
2025450,http,6,2
2024422,http,12,5
2025473,http,5,2
2025474,http,8,3
2025477,http,11,4
2025478,http,8,3
2025479,http,5,2
2025480,http,11,4
2025481,http,11,4
2025482,http,5,2
2025475,http,11,4
2024184,http,28,10
2025502,http,14,5
2025503,http,13,5
2025504,http,10,4
2025505,http,8,4
2025506,http,21,8
2025513,http,10,3
2025514,http,16,6
2016539,http,9,5
2025515,http,8,3
2025516,http,8,3
2025517,http,11,4
2025523,http,5,2
2025524,http,8,3
2025525,http,14,5
2025528,http,8,3
2025529,http,8,3
2025526,http,11,4
2025527,http,11,4
2025532,http,6,4
2025654,http,6,5
2025535,tls,2,1
2025026,http,10,5
2025549,http,10,4
2025550,http,16,6
2025551,http,5,2
2025554,http,12,4
2025555,http,3,1
2025556,http,7,3
2025558,http,7,3
2025561,http,14,5
2025562,http,16,6
2025563,http,3,2
2025564,http,3,2
2025565,http,12,4
2025566,http,12,4
2027958,http,7,3
2025568,http,11,4
2025569,http,8,3
2025570,http,11,4
2025571,http,14,5
2025572,http,8,3
2025573,http,5,2
2025653,http,16,5
2014545,http,7,2
2025579,http,9,3
2022486,http,5,3
2022487,http,5,3
2025587,http,9,3
2025588,http,12,4
2025591,http,12,4
2025592,http,3,2
2025607,http,9,4
2025608,http,9,4
2025609,http,12,5
2025610,http,12,5
2025611,http,9,4
2025612,http,6,3
2025613,http,9,4
2025614,http,15,6
2025615,http,15,6
2025616,http,12,5
2025617,http,6,3
2025618,http,12,5
2025619,http,9,4
2025620,http,9,4
2025621,http,12,5
2025622,http,9,4
2025623,http,18,7
2025476,http,9,3
2025624,http,5,2
2025625,http,8,3
2025628,http,12,4
2025629,http,16,7
2025630,http,12,4
2025632,http,9,3
2025647,http,11,4
2025648,http,6,3
2025668,http,7,4
2025698,http,6,3
2025870,http,15,5
2025871,http,15,5
2025872,http,14,5
2025873,http,8,3
2025874,http,8,3
2025863,http,9,3
2025864,http,12,4
2025875,http,11,4
2025876,http,8,3
2025886,http,8,3
2025893,http,14,6
2025911,http,16,7
2025912,http,18,8
2025913,http,6,4
2025914,http,4,2
2025916,http,25,11
2025919,http,7,3
2025880,http,6,3
2025932,http,15,5
2025973,http,5,2
2025974,http,5,2
2025975,http,5,2
2025976,http,8,3
2025977,http,14,5
2025978,http,8,3
2025979,http,11,4
2025981,http,11,4
2026006,http,18,6
2026038,http,12,4
2026041,http,8,3
2026043,http,11,4
2026042,http,8,3
2026044,http,8,3
2026045,http,9,4
2026046,http,14,5
2026048,http,11,4
2026049,http,11,4
2026050,http,11,4
2026051,http,11,4
2026052,http,11,4
2026053,http,11,4
2026054,http,2,1
2026055,http,8,3
2026056,http,5,2
2026057,http,5,2
2026058,http,8,3
2026059,http,5,2
2026060,http,11,4
2026109,http,3,1
2026360,http,9,3
2026362,http,9,3
2026412,http,12,4
2026419,http,5,2
2026421,http,19,8
2026422,http,11,5
2026423,http,11,5
2026424,http,16,8
2026425,http,36,14
2026426,http,18,7
2026430,http,4,1
2026465,http,12,4
2026466,http,12,4
2026492,http,13,4
2026493,http,9,3
2026516,http,4,2
2026518,http,12,4
2026530,http,13,4
2026532,http,5,3
2026533,http,5,3
2026534,http,5,3
2026535,http,5,3
2026536,http,5,3
2026047,http,17,6
2026553,http,4,2
2026554,http,6,2
2026644,tls,3,2
2026650,http,4,2
2026659,tls,3,2
2026677,http,13,5
2026675,http,14,6
2026676,http,14,6
2026748,http,5,2
2026749,http,7,3
2026848,http,2,1
2026886,http,5,3
2026894,http,4,1
2026895,http,4,1
2026902,http,13,4
2026903,http,13,4
2026905,http,13,4
2027046,http,9,3
2027072,http,13,8
2027073,http,13,8
2027074,http,13,8
2027075,http,13,8
2027102,http,12,5
2027145,http,12,4
2027143,http,11,5
2027196,http,10,4
2025005,http,8,4
2026904,http,13,4
2027294,http,11,4
2027335,http,14,6
2027336,http,11,4
2027337,http,11,5
2027344,http,10,7
2027371,http,9,3
2019344,http,7,3
2026461,http,9,4
2027374,http,13,5
2027378,http,13,6
2027380,http,12,5
2026529,http,9,3
2019094,http,8,7
2027414,tls,3,2
2027415,dns,1,1
2027462,http,4,2
2027561,http,3,2
2027563,http,3,2
2017318,tcp,3,1
2027679,http,6,5
2027680,http,9,4
2027699,http,3,1
2027764,http,3,1
2027772,dns,1,1
2027773,dns,1,1
2027774,dns,1,1
2027775,dns,1,1
2027776,dns,1,1
2027777,dns,1,1
2027778,dns,1,1
2027779,dns,1,1
2027780,dns,1,1
2027781,dns,1,1
2027782,dns,1,1
2027783,dns,1,1
2027784,dns,1,1
2027785,dns,1,1
2027788,http,14,6
2027791,http,4,2
2027787,http,7,4
2027814,http,10,4
2027815,http,7,3
2027816,http,8,3
2027818,http,12,5
2027817,http,15,5
2027911,http,8,3
2027934,http,4,2
2027935,http,9,6
2024464,dns,5,2
2023237,dns,1,1
2024349,dns,2,1
2027955,http,10,4
2027956,http,10,4
2027957,http,12,4
2027966,http,2,1
2008910,tcp,2,1
2008779,tcp,6,1
2008780,tcp,5,1
2002998,tcp,4,1
2010488,udp,3,1
2010489,udp,3,1
2002802,tcp,4,1
2008695,udp,4,2
2008711,tcp,5,2
2008716,tcp,5,2
2001807,tcp,4,2
2003313,udp,3,1
2003317,udp,3,1
2003320,udp,3,1
2000423,tcp,6,3
2000424,tcp,6,3
2000425,tcp,6,3
2002425,tcp,3,1
2002426,tcp,3,1
2002427,tcp,3,1
2002428,tcp,3,1
2002432,tcp,3,1
2002433,tcp,3,1
2002435,tcp,3,1
2002437,tcp,3,1
2002442,tcp,3,1
2002445,tcp,3,1
2002449,tcp,3,1
2002452,tcp,3,1
2002456,tcp,3,1
2002510,tcp,2,0
2002511,tcp,2,0
2002512,tcp,2,0
2002513,tcp,2,0
2002517,tcp,2,0
2002591,tcp,2,0
2002592,tcp,2,0
2002593,tcp,2,0
2002602,tcp,2,0
2002607,tcp,2,0
2002610,tcp,2,0
2002621,tcp,2,0
2002626,tcp,2,0
2010338,tcp,2,1
2000309,tcp,2,0
2002022,tcp,6,2
2003092,tcp,2,0
2002312,tcp,3,1
2007069,tcp,3,1
2003096,tcp,6,4
2003097,tcp,16,14
2003120,tcp,6,4
2000569,tcp,2,0
2000570,tcp,2,0
2008524,tcp,3,1
2008525,tcp,4,1
2009586,tcp,4,1
2003040,tcp,4,1
2001989,tcp,13,4
2003045,tcp,3,1
2003046,tcp,2,1
2003016,tcp,7,2
2003017,tcp,7,2
2001766,tcp,2,1
2002892,tcp,6,2
2002893,tcp,6,2
2002894,tcp,6,2
2002895,tcp,6,2
2001430,tcp,3,2
2008557,tcp,4,2
2010859,tcp,4,1
2010860,tcp,4,1
2008041,tcp,6,1
2008389,tcp,5,1
2008390,tcp,6,2
2003073,icmp,11,2
2007622,tcp,6,2
2007623,tcp,3,1
2008245,tcp,5,1
2008246,tcp,6,1
2008247,tcp,5,1
2011185,icmp,4,1
2011187,tcp,16,5
2003184,tcp,4,2
2003185,tcp,4,2
2003186,tcp,4,2
2008278,tcp,6,3
2007603,tcp,3,1
2007605,tcp,2,1
2007606,tcp,2,1
2001762,tcp,2,1
2010531,tcp,5,1
2008923,tcp,5,1
2008825,tcp,6,1
2003170,http,4,0
2000327,http,3,2
2000906,http,2,0
2000598,http,2,0
2000907,http,2,0
2002304,http,7,0
2001531,http,4,2
2001222,http,3,2
2003568,http,2,0
2001043,http,3,1
2002094,http,2,0
2002194,http,3,0
2003034,http,2,0
2003423,http,3,0
2001698,http,2,0
2009440,http,2,1
2009456,http,2,1
2010600,http,2,1
2003156,http,3,0
2003651,http,2,1
2011176,http,2,1
2001810,http,6,1
2004449,http,3,0
2002660,http,4,0
2010666,http,6,2
2010376,tcp,7,3
2010629,tcp,7,3
2011150,tcp,7,3
2011151,tcp,5,2
2010339,http,2,0
2010866,http,6,3
2011239,http,11,4
2009491,http,5,4
2009612,http,6,2
2011715,http,4,1
2011222,http,4,2
2010053,http,4,1
2010058,http,4,1
2010060,http,4,1
2010444,http,2,0
2010446,http,2,0
2010447,http,2,0
2010448,http,2,0
2010449,http,2,0
2010532,http,5,1
2010534,http,5,1
2010716,http,6,1
2010870,http,8,5
2010871,http,8,5
2011670,http,2,1
2011220,http,3,0
2010568,http,2,0
2010566,http,2,0
2010567,http,2,0
2007625,tcp,3,1
2001190,http,4,1
2001192,http,4,1
2011760,http,2,0
2010551,http,3,0
2011714,http,6,3
2011224,http,2,0
2011230,http,3,0
2008373,http,3,1
2008387,http,6,3
2008388,http,4,2
2001424,tcp,2,1
2002785,http,2,1
2002786,http,2,1
2002787,http,2,1
2010222,http,3,0
2010243,tcp,7,5
2009413,tcp,5,2
2007647,http,3,1
2007615,http,3,1
2010874,http,8,3
2011252,http,10,4
2010873,tcp,4,1
2008886,tcp,8,3
2011556,tcp,6,1
2002172,tcp,3,0
2011303,tcp,2,1
2011302,tcp,2,1
2011304,tcp,2,1
2011305,tcp,2,1
2011306,tcp,2,1
2011231,tcp,2,1
2011401,tcp,4,1
2011339,tcp,3,1
2011546,tcp,2,1
2011421,http,2,0
2011353,http,2,1
2011351,http,2,1
2010791,tcp,5,4
2008491,http,5,3
2007805,http,8,6
2007777,http,3,2
2010228,http,4,2
2008824,tcp,5,3
2008468,tcp,6,3
2002960,tcp,4,3
2002962,tcp,3,2
2002965,tcp,3,2
2011228,tcp,14,12
2006414,tcp,3,1
2008846,tcp,4,2
2009376,tcp,2,1
2001426,tcp,3,2
2002171,tcp,2,0
2002492,http,2,0
2011474,http,4,2
2000930,http,7,3
2001399,http,2,0
2008576,http,4,2
2011335,http,2,1
2011792,http,4,2
2011522,http,5,4
2011524,http,6,5
2001425,http,3,2
2011810,tcp,3,2
2007504,http,5,3
2007505,http,5,3
2007506,http,5,3
2007507,http,5,3
2007508,http,5,3
2007509,http,5,3
2002173,tcp,2,0
2002308,http,2,1
2002491,tcp,2,0
2002493,tcp,2,0
2011826,tcp,5,3
2007066,tcp,4,2
2007067,tcp,4,2
2002751,ip,1,0
2007068,tcp,4,2
2006367,http,4,3
2006368,http,8,6
2003453,http,2,1
2006410,http,4,2
2002067,http,3,1
2006718,http,5,3
2006719,http,5,3
2006720,http,5,3
2006721,http,5,3
2006722,http,5,3
2006723,http,5,3
2006724,http,5,3
2006725,http,5,3
2006726,http,5,3
2006727,http,5,3
2006728,http,5,3
2006729,http,5,3
2007024,http,5,3
2007025,http,5,3
2007026,http,5,3
2007027,http,5,3
2007028,http,5,3
2007029,http,5,3
2008346,tcp,4,3
2011898,tcp,3,2
2011900,tcp,3,2
2011417,http,2,1
2002461,tcp,3,1
2011890,tcp,15,8
2008740,http,4,3
2008418,tcp,5,2
2011962,tcp,3,1
2010498,tcp,4,2
2011325,tcp,2,1
2010408,ip,1,1
2010422,ip,1,1
2011873,http,3,2
2008954,tcp,3,2
2001397,http,3,0
2012083,tcp,3,1
2003069,tcp,6,2
2002187,tcp,12,4
2002188,tcp,12,4
2012121,tcp,7,2
2009301,tcp,4,3
2011889,http,4,3
2012209,tcp,3,2
2012280,http,3,2
2012281,http,3,2
2012291,http,2,1
2002750,ip,1,0
2000307,http,2,1
2012311,http,9,8
2012292,http,2,1
2012402,http,4,3
2012046,http,5,2
2012516,http,2,1
2010342,http,6,2
2010729,http,4,1
2009212,tcp,4,3
2010861,tcp,6,3
2011811,tcp,4,2
2011817,http,10,6
2011818,http,2,1
2012081,http,4,2
2012082,http,4,2
2012519,tcp,5,1
2008802,http,2,1
2008349,http,6,5
2012580,http,6,4
2012591,tcp,5,4
2008315,http,11,3
2012618,http,3,2
2011815,tcp,2,1
2011814,tcp,2,1
2012626,http,3,2
2012633,http,8,3
2012634,http,8,3
2012589,http,8,7
2010879,http,66,17
2010880,http,43,12
2010884,http,4,1
2010876,http,11,4
2010064,http,5,2
2008750,tcp,10,3
2008888,tcp,7,2
2008889,tcp,4,1
2012691,http,2,1
2102023,udp,10,3
2101980,udp,2,1
2101981,udp,2,1
2101982,udp,1,1
2101983,udp,2,1
2101984,udp,1,1
2101977,tcp,2,1
2101978,tcp,2,1
2101448,tcp,7,2
2102418,tcp,6,2
2010742,http,6,3
2101953,tcp,11,3
2101954,udp,10,3
2101955,tcp,11,3
2101956,udp,10,3
2101934,tcp,3,1
2101935,tcp,3,1
2101946,tcp,2,1
2101947,tcp,5,2
2101929,tcp,1,0
2010569,http,5,4
2101906,tcp,14,3
2101911,udp,15,3
2012752,http,2,1
2101887,tcp,2,1
2101890,udp,14,4
2101853,udp,2,1
2101854,icmp,3,1
2101855,icmp,3,1
2101856,icmp,3,1
2101858,tcp,2,1
2101868,http,3,2
2101869,tcp,2,0
2012769,http,4,1
2012770,http,4,1
2012771,http,4,1
2012772,http,4,1
2012773,http,4,1
2012774,http,4,1
2012775,http,4,1
2012776,http,4,1
2012785,http,2,1
2010682,http,2,1
2010683,http,2,1
2011672,http,5,2
2010032,http,2,1
2010033,http,2,1
2010034,tcp,2,1
2009493,http,4,2
2012207,http,2,1
2011896,tcp,3,2
2101810,tcp,2,1
2101811,tcp,2,1
2101812,tcp,2,1
2101827,http,3,2
2101829,http,2,1
2101830,http,2,1
2101790,tcp,5,3
2012817,http,4,1
2012778,http,5,1
2008241,http,4,3
2101740,tcp,3,1
2101744,tcp,2,1
2101739,tcp,4,2
2101727,tcp,2,0
2003104,http,3,2
2100229,icmp,3,1
2100251,icmp,3,0
2100221,icmp,3,1
2100228,icmp,3,0
2100222,icmp,3,1
2100225,icmp,3,1
2100226,icmp,3,1
2100238,icmp,4,1
2100224,icmp,2,0
2008532,tcp,4,1
2009864,tcp,3,1
2012608,http,11,4
2101636,tcp,4,1
2101629,tcp,3,1
2101604,tcp,2,1
2011468,http,3,1
2012323,http,7,6
2012796,http,5,4
2011307,tcp,4,2
2001621,http,6,1
2013012,http,5,4
2008659,http,3,1
2013029,http,2,1
2010830,tcp,11,5
2013039,http,2,1
2012613,http,5,2
2011961,http,3,2
2011415,http,5,4
2013060,http,3,1
2009987,http,2,1
2013067,tcp,18,5
2012815,http,2,1
2101282,udp,1,1
2012958,http,6,5
2012588,http,10,9
2013121,tcp,5,2
2001812,tcp,2,1
2013191,http,3,1
2013205,http,6,5
2013215,http,7,6
2013218,http,4,3
2007781,http,2,1
2003409,http,2,1
2007762,http,2,1
2003122,http,2,1
2013242,http,3,1
2101518,tcp,2,1
2011354,http,2,1
2007711,udp,8,3
2013323,http,6,5
2013324,http,8,3
2013325,http,19,6
2102439,http,4,1
2102440,http,4,1
2102589,http,3,1
2102438,http,4,1
2102041,udp,5,2
2013343,http,9,8
2013204,http,9,8
2008783,http,7,3
2008781,http,6,3
2013402,http,6,5
2001685,http,4,2
2002309,http,2,0
2013418,udp,3,0
2013497,tcp,7,3
2011534,tcp,11,5
2013393,http,2,1
2007626,http,2,1
2012316,http,2,1
2009908,http,2,1
2013248,http,2,1
2013334,http,6,2
2013335,http,7,2
2013449,http,2,1
2013651,http,3,1
2009412,tcp,5,3
2100510,tcp,2,1
2013722,http,4,3
2013727,tcp,4,1
2101781,http,2,1
2101782,http,3,2
2101786,http,2,1
2101783,http,2,1
2013716,http,6,5
2009092,http,4,3
2011275,tcp,6,3
2009837,http,7,3
2008328,http,5,4
2008848,tcp,7,3
2003432,tcp,3,2
2003433,tcp,7,3
2008174,tcp,8,3
2008600,http,3,1
2010824,tcp,4,1
2010825,tcp,4,1
2007672,tcp,8,2
2006910,tcp,6,2
2006912,tcp,6,2
2000346,tcp,7,4
2007621,tcp,8,3
2007624,tcp,11,5
2011118,http,2,1
2013782,http,2,1
2001620,tcp,4,1
2013804,http,2,1
2009542,tcp,8,6
2008784,http,7,6
2012409,tcp,5,1
2013370,http,4,3
2013371,http,4,3
2013836,http,2,1
2007823,http,6,5
2013950,http,11,5
2003363,http,3,1
2100320,tcp,2,1
2100314,udp,1,1
2100303,tcp,2,1
2012515,http,2,1
2011816,http,18,8
2011066,http,9,4
2013341,http,2,1
2014026,http,8,2
2001640,http,5,2
2011084,http,2,1
2011273,http,2,1
2003200,http,3,1
2002807,http,3,1
2014019,http,9,4
2003305,http,4,1
2010136,http,2,1
2013803,http,4,3
2001473,http,2,1
2003495,http,5,2
2001639,http,4,1
2014035,http,2,1
2014051,http,2,1
2014052,http,2,1
2014053,http,2,1
2009076,http,6,2
2008054,http,3,1
2011221,http,5,3
2011469,http,3,2
2012195,http,9,4
2013326,http,3,1
2013437,http,6,3
2013442,http,9,4
2013960,tcp,3,1
2013961,tcp,3,1
2013788,http,4,1
2013786,http,3,1
2013787,http,3,1
2012401,http,4,1
2013548,http,4,1
2013549,http,4,1
2013652,http,4,1
2013665,http,4,1
2013666,http,4,1
2013667,http,4,1
2013363,http,13,4
2014094,http,8,3
2013313,http,7,3
2014104,http,23,10
2014125,http,2,1
2014126,http,2,1
2102335,tcp,3,1
2102157,tcp,2,0
2102089,tcp,16,4
2102042,udp,5,2
2102040,udp,5,2
2102038,tcp,11,3
2102037,udp,10,3
2102034,tcp,11,3
2011923,http,5,2
2014131,tcp,4,1
2014138,http,3,2
2013714,http,2,1
2014143,tcp,5,1
2014144,tcp,5,1
2007806,tcp,3,1
2013789,http,9,8
2013531,tcp,7,3
2014157,http,3,1
2014158,http,3,1
2013403,http,3,1
2102583,tcp,3,1
2102597,http,3,1
2102598,tcp,3,1
2014048,tcp,20,7
2014106,tcp,24,11
2014178,http,5,4
2014182,http,5,4
2014221,http,4,2
2014241,http,4,2
2014244,http,5,2
2012889,http,2,1
2014274,tcp,5,3
2014280,http,3,1
2014282,http,3,1
2014298,tcp,3,1
2014334,http,5,3
2014346,http,4,2
2014338,http,2,1
2011425,http,4,2
2011521,http,4,3
2010496,http,5,3
2011009,http,5,4
2000012,http,2,1
2000013,http,2,1
2000009,http,2,1
2009216,tcp,3,2
2013746,http,4,1
2012779,http,5,2
2014377,http,3,1
2002353,http,2,1
2001529,http,3,2
2003607,http,5,4
2006425,http,4,2
2006426,http,4,2
2000905,http,2,1
2014369,http,5,2
2012144,udp,7,2
2000577,http,3,2
2003548,http,5,4
2000024,http,2,1
2001532,http,3,2
2001320,http,2,1
2007649,http,17,16
2001523,http,2,1
2000306,http,2,1
2000308,http,5,4
2001235,http,3,1
2002364,http,5,3
2003421,http,3,2
2003534,http,4,3
2000336,http,2,1
2000337,http,2,1
2014378,http,6,2
2008342,http,3,1
2008492,http,4,3
2008546,http,7,6
2007286,http,3,2
2003637,http,2,1
2007747,http,7,5
2012250,http,4,2
2012285,http,7,6
2012202,udp,6,2
2012210,udp,6,2
2012300,http,3,2
2012643,http,4,2
2009093,http,5,2
2014404,http,5,4
2012910,http,3,2
2013424,http,4,3
2014414,http,8,3
2012764,http,8,3
2012765,http,8,3
2012763,http,9,3
2001684,http,6,3
2008367,http,10,4
2012766,http,7,3
2014434,tcp,27,7
2014433,tcp,27,7
2014432,tcp,27,7
2014415,http,7,3
2014444,http,5,2
2014291,http,5,3
2002707,http,4,2
2009290,tcp,6,1
2009291,tcp,4,1
2009292,tcp,4,1
2014214,tcp,4,3
2014440,http,7,3
2014470,http,3,1
2002863,http,2,1
2013501,tcp,4,2
2014279,http,3,1
2014537,http,4,2
2014445,http,8,4
2007775,http,5,4
2009082,http,5,3
2014538,tcp,7,3
2013972,http,7,3
2014540,http,6,3
2014595,icmp,4,1
2002655,tcp,2,0
2002654,tcp,2,0
2002653,tcp,2,0
2002652,tcp,2,0
2002651,tcp,2,0
2002650,tcp,2,0
2002649,tcp,2,0
2002648,tcp,2,0
2002642,tcp,2,0
2002640,tcp,2,0
2002639,tcp,2,0
2002638,tcp,2,0
2002637,tcp,2,0
2002636,tcp,2,0
2002635,tcp,2,0
2002634,tcp,2,0
2002633,tcp,2,0
2002632,tcp,2,0
2002631,tcp,2,0
2002630,tcp,2,0
2002629,tcp,2,0
2002628,tcp,2,0
2002627,tcp,2,0
2002625,tcp,2,0
2002624,tcp,2,0
2002623,tcp,2,0
2002410,tcp,3,1
2002411,tcp,3,1
2002412,tcp,3,1
2002413,tcp,3,1
2002414,tcp,3,1
2002415,tcp,3,1
2002416,tcp,3,1
2002417,tcp,3,1
2002418,tcp,3,1
2002419,tcp,3,1
